SURVYEAR	FIPST	STABR	STATENAME	SEANAME	LEAID	ST_LEAID	LEA_NAME	SCHID	ST_SCHID	NCESSCH	SCH_NAME	MSTREET1	MSTREET2	MSTREET3	MCITY	MSTATE	MZIP	MZIP4	PHONE	LSTREET1	LSTREET2	LSTREET3	LCITY	LSTATE	LZIP	LZIP4	UNION	OUT_OF_STATE_FLAG	SCH_TYPE_TEXT	SCH_TYPE	RECON_STATUS	GSLO	GSHI	LEVEL	VIRTUAL	BIES	SY_STATUS_TEXT	SY_STATUS	UPDATED_STATUS_TEXT	UPDATED_STATUS	EFFECTIVE_DATE	CHARTER_TEXT	PKOFFERED	KGOFFERED	G1OFFERED	G2OFFERED	G3OFFERED	G4OFFERED	G5OFFERED	G6OFFERED	G7OFFERED	G8OFFERED	G9OFFERED	G10OFFERED	G11OFFERED	G12OFFERED	G13OFFERED	AEOFFERED	UGOFFERED	NOGRADES	CHARTAUTH1	CHARTAUTHN1	CHARTAUTH2	CHARTAUTHN2	IGOFFERED
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2635820	63160	West Bloomfield School District	01592	03422	263582001592	Community Service Center	5810 COMMERCE RD			WEST BLOOMFIELD	MI	48324	3200	2488656460	5810 COMMERCE RD			WEST BLOOMFIELD	MI	48324	3200	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:37:37	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2635820	63160	West Bloomfield School District	07973	09500	263582007973	Adult Education	5642 WEST MAPLE RD			WEST BLOOMFIELD	MI	48322	3795	2485392390	7071 ORCHARD LAKE RD STE 120			WEST BLOOMFIELD	MI	48322	3682	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	26JAN2015:10:37:39	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2635820	63160	West Bloomfield School District	08153	00429	263582008153	West Bloomfield Transition Center	7071 Orchard Lake Road STE 120			West Bloomfield	MI	48322		2488656470	7071 Orchard Lake Road STE 120			West Bloomfield	MI	48322		000	N	Reportable Program	5	No	UG	UG	4	No	2	Open	1	Open	1	26JAN2015:10:37:36	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2635820	63160	West Bloomfield School District	08291	01067	263582008291	Project Search	6777 W MAPLE RD	6777 W. Maple		WEST BLOOMFIELD	MI	48322	3013	2488656470	6777 W MAPLE RD	6777 W. Maple		WEST BLOOMFIELD	MI	48322	3013	000	N	Reportable Program	5	No	UG	UG	4	No	2	Open	1	Open	1	26JAN2015:10:37:37	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2636330	81140	Whitmore Lake Public School District	01918	09653	263633001918	Whitmore Lake Early Childhood	8845 MAIN ST			WHITMORE LAKE	MI	48189	9249	7344494464	8845 MAIN ST			WHITMORE LAKE	MI	48189	9249	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:42:21	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2636390	35040	Whittemore-Prescott Area Schools	08042	09966	263639008042	Early Childhood Center	8970 Prescott Road	P.O. Box 250		Whittemore	MI	48770		9897562400	8970 PRESCOTT RD	P.O. Box 250		WHITTEMORE	MI	48770	9434	000	N	Reportable Program	5	No	PK	KG	1	No	2	Open	1	Open	1	26JAN2015:10:30:47	No	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2636540	82170	Wyandotte School District of the City of	08692	02754	263654008692	Wyandotte Public Schools Early Childhood Center	2609 Tenth Street			Wyandotte	MI	48192		7347595710	2609 Tenth Street			Wyandotte	MI	48192	4905	000	N	Reportable Program	5	No	N	N	N	No	2	Future School	7	Future School	7	24JUL2015:15:42:05	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	A
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2636570	41026	Wyoming Public Schools	08053	09982	263657008053	West Early Childhood Center	1840 38TH ST SOUTHWEST			WYOMING	MI	49519	3768	6165305671	1840 38th St SW			Wyoming	MI	49519	3768	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:31:59	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2636630	81020	Ypsilanti Community Schools	08038	07697	263663008038	Ypsilanti Adult/Community Ed.	1076 ECORSE RD			YPSILANTI	MI	48198	5851	7342211221	1076 Ecorse Rd			Ypsilanti	MI	48198	5851	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	26JAN2015:10:42:04	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2636630	81020	Ypsilanti Community Schools	08505	01938	263663008505	Beatty Early Learning Center	1661 LEFORGE RD			YPSILANTI	MI	48198	9611	7349948178	1661 Leforge Rd			Ypsilanti	MI	48198	9611	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:42:02	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680000	83000	Wexford-Missaukee ISD	01048	06139	268000001048	Wexford-Missaukee ISD Career Center	9901 EAST 13TH ST			CADILLAC	MI	49601	8754	2318762200	9901 EAST 13TH ST			CADILLAC	MI	49601	8754	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	26JAN2015:10:45:05	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680000	83000	Wexford-Missaukee ISD	08431	01650	268000008431	Wexford-Missaukee ISD General Education	9905 EAST 13TH ST	Apt/Suite		CADILLAC	MI	49601	8754	2318762265	9905 E 13th St	Apt/Suite		Cadillac	MI	49601	8754	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:45:04	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680100	03000	Allegan Area Educational Service Agency	00445	07254	268010000445	Allegan County Area Technical and Education Center	2891 116TH AVE			ALLEGAN	MI	49010	9004	2696733121	2891 116TH AVE			ALLEGAN	MI	49010	9004	000	N	Reportable Program	5	No	11	12	3	No	2	Open	1	Open	1	26JAN2015:10:25:55	No	Y	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680160	11000	Berrien RESA	07808	09637	268016007808	Community Based Early Childhood Services	711 SAINT JOSEPH AVE			BERRIEN SPRINGS	MI	49103	1583	2694717725	711 SAINT JOSEPH AVE			BERRIEN SPRINGS	MI	49103	1583	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:26:41	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680180	12000	Branch ISD	00473	06141	268018000473	Branch Area Careers Center	366 MORSE ST			COLDWATER	MI	49036	1480	5172795721	366 MORSE ST			COLDWATER	MI	49036	1480	000	N	Reportable Program	5	No	11	12	3	No	2	Open	1	Open	1	26JAN2015:10:27:06	No	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680180	12000	Branch ISD	01575	07321	268018001575	Early Education	200 BISHOP AVE			COLDWATER	MI	49036	1016	5172795830	200 BISHOP AVE			COLDWATER	MI	49036	1016	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:27:06	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680200	13000	Calhoun ISD	07819	09756	268020007819	Calhoun Area Career Center	475 ROOSEVELT AVE E			BATTLE CREEK	MI	49017	3333	2699682271	475 ROOSEVELT AVE E			BATTLE CREEK	MI	49017	3333	000	N	Reportable Program	5	No	10	12	3	No	2	Open	1	Open	1	26JAN2015:10:27:11	No	N	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680220	14000	Lewis Cass ISD	08655	02637	268022008655	Open Arms Child Development Center	305 W State Street			Cassopolis	MI	49031		2694453950	305 W State Street			Cassopolis	MI	49031		000	N	Reportable Program	5	No	PK	KG	1	No	2	New	3	New	3	26JAN2015:10:27:27	No	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680240	15000	Charlevoix-Emmet ISD	01793	09320	268024001793	Taylor School	8568 MERCER RD			CHARLEVOIX	MI	49720	1006	2314396937	1515 CEMETERY RD			PETOSKEY	MI	49770	9210	000	N	Reportable Program	5	No	UG	UG	4	No	2	Open	1	Open	1	26JAN2015:10:27:33	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680280	17000	Eastern Upper Peninsula ISD	02060	09493	268028002060	EUPISD Community Based Early Childhood Services	P. O. Box 883			Sault Sainte Marie	MI	49783		9066323373	315 ARMORY PL			SAULT SAINTE MARIE	MI	49783	2005	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:27:41	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680300	18000	Clare-Gladwin Regional Education Service District	01781	09507	268030001781	Community Based Early Childhood	4041 EAST MANNSIDING RD			CLARE	MI	48617	9753	9893868616	4041 EAST MANNSIDING RD			CLARE	MI	48617	9753	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:27:47	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680300	18000	Clare-Gladwin Regional Education Service District	08648	02539	268030008648	John C. Magnus Center	4041 EAST MANNSIDING RD			CLARE	MI	48617	9753	9893863851	3200 S Clare Ave			Clare	MI	48617	9756	000	N	Reportable Program	5	No	N	N	N	No	2	Future School	7	Future School	7	26JAN2015:10:27:47	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	A
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680340	21000	Delta-Schoolcraft ISD	00497	06209	268034000497	Delta-Schoolcraft Area Center	2525 3rd Ave S			Escanaba	MI	49829	1258	9067869300	2525 3RD AVE S			ESCANABA	MI	49829	1258	000	N	Reportable Program	5	No	10	12	3	No	2	Open	1	Open	1	26JAN2015:10:28:02	No	N	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680340	21000	Delta-Schoolcraft ISD	01473	09044	268034001473	Delta-Schoolcraft Manistique Area Satellite Center	2525 3RD AVE SOUTH			ESCANABA	MI	49829	1258	9067869300	100 NORTH CEDAR ST			MANISTIQUE	MI	49854	1248	000	N	Reportable Program	5	No	11	12	3	No	2	Open	1	Open	1	26JAN2015:10:28:02	No	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680340	21000	Delta-Schoolcraft ISD	01773	09517	268034001773	Early Childhood/Headstart/GPGS	2525 3RD AVE S			ESCANABA	MI	49829	1258	9067869300	2525 3RD AVE S			ESCANABA	MI	49829	1258	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:28:02	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680360	22000	Dickinson-Iron ISD	00498	06545	268036000498	Dickinson-Iron Tech Ed. Center	300 NORTH BLVD			KINGSFORD	MI	49802	4412	9067792697	300 NORTH BLVD			KINGSFORD	MI	49802	4412	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	26JAN2015:10:28:06	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680360	22000	Dickinson-Iron ISD	01830	09547	268036001830	Dickinson Iron Early Childhood Education	245 NORTH BALSAM ST			KINGSFORD	MI	49802	1137	9067768150	245 NORTH BALSAM ST			KINGSFORD	MI	49802	1137	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:28:07	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680380	23000	Eaton RESA	07792	09559	268038007792	Community Based Early Childhood	1790 Packard Hwy			Charlotte	MI	48813		5175418987	1790 PACKARD HWY			CHARLOTTE	MI	48813	9717	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:28:11	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680380	23000	Eaton RESA	08059	00231	268038008059	Eaton RESA Career Preparation Center	1790 PACKARD HWY			CHARLOTTE	MI	48813	9717	5174831341	5708 Cornerstone Dr			Lansing	MI	48917	9717	000	N	Reportable Program	5	No	10	11	4	No	2	Open	1	Open	1	26JAN2015:10:28:10	No	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680380	23000	Eaton RESA	08421	01718	268038008421	Eaton RESA Great Start Readiness Program	1790 PACKARD HWY			CHARLOTTE	MI	48813	9717	5175418752	310 Greenwood St			Grand Ledge	MI	48837	1651	000	N	Reportable Program	5	No	PK	KG	1	No	2	Open	1	Open	1	26JAN2015:10:28:10	No	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680400	25000	Genesee ISD	01228	02658	268040001228	Special Education Services-South	5089 PILGRIM RD			FLINT	MI	48507	3909	8105914883	5089 PILGRIM RD			FLINT	MI	48507	3909	000	N	Reportable Program	5	No	PK	05	1	No	2	Open	1	Open	1	26JAN2015:10:28:27	No	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680400	25000	Genesee ISD	07774	09765	268040007774	Genesee ISD Transition Center	2413 WEST MAPLE AVE			FLINT	MI	48507	3429	8105915017	3136 SOUTH LINDEN RD			FLINT	MI	48507	3004	000	N	Reportable Program	5	No	UG	UG	4	No	2	Open	1	Open	1	26JAN2015:10:28:28	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680400	25000	Genesee ISD	08071	00055	268040008071	Health Safety and Nutrition Services	2413 WEST MAPLE AVE			FLINT	MI	48507	3429	8105915118	5075 Pilgrim Rd			Flint	MI	48507	3909	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:28:26	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680400	25000	Genesee ISD	08433	01804	268040008433	Early On	2413 WEST MAPLE AVE			FLINT	MI	48507	3429	8105914883	5089 Pilgrim Rd			Flint	MI	48507	3909	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:28:27	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680400	25000	Genesee ISD	08442	01810	268040008442	Early On / Special Education	2413 WEST MAPLE AVE			FLINT	MI	48507	3429	8105914883	5089 Pilgrim Rd			Flint	MI	48507	3909	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:28:27	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680400	25000	Genesee ISD	08535	02258	268040008535	Genesee Career Institute	2413 WEST MAPLE AVE			FLINT	MI	48507	3493	8105914462	5081 Torrey Rd			Flint	MI	48507	5999	000	N	Reportable Program	5	No	11	12	3	No	2	Open	1	Open	1	26JAN2015:10:28:27	No	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680440	28000	Traverse Bay Area ISD	00522	06145	268044000522	TBA Career Tech Center	880 PARSONS RD			TRAVERSE CITY	MI	49686	3622	2319226280	880 PARSONS RD			TRAVERSE CITY	MI	49686	3622	000	N	Reportable Program	5	No	11	12	3	No	2	Open	1	Open	1	26JAN2015:10:29:14	No	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680440	28000	Traverse Bay Area ISD	01718	09503	268044001718	TBA Early Childhood	P.O. Box 6020			Traverse City	MI	49696	6020	2319227863	1101 RED DR			TRAVERSE CITY	MI	49684	4465	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:29:15	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680440	28000	Traverse Bay Area ISD	08037	09003	268044008037	TBA ISD Adult Education	PO Box 6020			Traverse City	MI	49696	6020	2319226240	880 PARSONS RD			TRAVERSE CITY	MI	49686	3622	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	26JAN2015:10:29:14	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680440	28000	Traverse Bay Area ISD	08104	00288	268044008104	TBA SE Early Childhood	P.O. Box 6020	1101 Red Drive		Traverse City	MI	49696	6020	2319226200	1101 Red Dr	1101 Red Drive		Traverse City	MI	49684	6020	000	N	Reportable Program	5	No	UG	UG	4	No	2	Open	1	Open	1	26JAN2015:10:29:13	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680460	29000	Gratiot-Isabella RESD	08085	09188	268046008085	GTEC	327 EAST CENTER ST			ALMA	MI	48801	1806	9894664832	327 EAST CENTER ST			ALMA	MI	48801	1806	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	26JAN2015:10:29:22	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680480	30000	Hillsdale ISD	00841	08205	268048000841	Dean Jennings Educational Center	3471 BECK RD			HILLSDALE	MI	49242	9433	5174391515	3471 BECK RD			HILLSDALE	MI	49242	9433	000	N	Reportable Program	5	No	UG	UG	4	No	2	Open	1	Open	1	26JAN2015:10:29:29	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680480	30000	Hillsdale ISD	01302	08959	268048001302	Hillsdale Workforce Dev./Tech Center	279 INDUSTRIAL DR			HILLSDALE	MI	49242	1078	5174373729	279 INDUSTRIAL DR			HILLSDALE	MI	49242	1078	000	N	Reportable Program	5	No	11	12	3	No	2	Open	1	Open	1	26JAN2015:10:29:29	No	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680480	30000	Hillsdale ISD	01540	09237	268048001540	Hillsdale ISD Local Programs	3471 BECK RD			HILLSDALE	MI	49242	9433	5174391515	3471 BECK RD			HILLSDALE	MI	49242	9433	000	N	Reportable Program	5	No	KG	12	4	No	2	Open	1	Open	1	26JAN2015:10:29:29	No	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2680480	30000	Hillsdale ISD	07966	09428	268048007966	Lochaven Center For Community Advancement	201 BARNARD ST			HILLSDALE	MI	49242	1724	5174370990	201 BARNARD ST			HILLSDALE	MI	49242	1724	000	N	Reportable Program	5	No	06	12	4	No	2	Open	1	Open	1	26JAN2015:10:29:30	No	N	N	N	N	N	N	N	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
